Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Signup_Quarter
27.0,Male,USA,Phoenix,3.3,8.0,,6.1,85.9,1.0,11.7,45.27,,6.84,9.0,4.3,8.0,3.0,25.1,19.6,5.0,420.95,2127.0,Q4
25.0,Female,Canada,Montreal,1.9,17.0,34.7,4.9,58.6,3.0,14.3,246.92,146.0,49.32,7.7,31.0,6.0,4.0,30.4,13.5,2.0,3142.46,3360.0,Q4
35.0,Male,Australia,Brisbane,5.2,19.0,31.5,9.6,34.9,10.0,14.0,127.91,30.0,28.1,2.3,32.3,3.0,7.0,57.6,22.8,3.0,1569.03,2541.0,Q1
41.0,Female,UK,Manchester,2.4,0.0,17.4,2.0,83.2,3.0,6.0,118.77,33.0,75.5,3.5,,9.0,2.0,0.0,5.3,4.0,647.67,,Q1
41.0,Male,USA,Phoenix,2.5,6.0,26.9,5.5,67.1,5.0,13.0,78.4,13.0,89.28,4.7,22.0,4.0,4.0,72.0,20.5,3.0,833.51,2133.0,Q4
24.0,Male,UK,Manchester,3.4,10.0,30.9,10.1,38.3,7.0,10.0,141.29,87.0,73.0,0.8,18.8,2.0,1.0,50.1,,1.0,1397.85,,Q3
23.0,Male,France,Paris,10.0,16.0,35.7,10.1,56.5,4.0,19.5,116.81,49.0,61.67999999999999,6.5,22.4,2.0,2.0,64.5,12.2,2.0,1708.26,3208.0,Q4
44.0,Male,Canada,Calgary,1.7,23.0,37.5,,51.0,8.0,22.1,159.55,12.0,85.68,15.2,10.8,4.0,8.0,63.0,31.6,2.0,2891.87,3752.0,Q4
52.0,Female,USA,Los Angeles,2.0,6.0,16.1,11.3,59.8,3.0,8.0,124.27,35.0,20.3,5.0,1.9,8.0,2.0,6.9,8.3,3.0,935.5,2053.0,Q1
29.0,Female,Canada,Calgary,1.0,8.0,36.1,10.1,45.3,7.0,15.0,71.92,69.0,13.1,1.5,25.1,6.0,8.0,40.5,19.5,1.0,909.79,2706.0,Q1
20.0,Female,Australia,Sydney,1.8,6.0,24.5,8.2,64.1,1.0,13.0,226.64,23.0,60.7,0.9,8.4,6.0,,,18.2,,2508.31,781.0,Q1
57.0,Male,USA,Houston,2.4,7.0,13.4,5.2,70.4,4.0,10.0,78.68,58.0,16.3,3.9,17.3,8.0,0.0,24.1,7.9,2.0,630.14,1068.0,Q2
75.0,Female,USA,Phoenix,1.6,8.0,23.2,3.5,74.4,4.0,11.7,58.49,29.0,25.32,9.8,14.5,7.0,2.0,0.0,13.0,1.0,565.47,0.0,Q4
37.0,Male,USA,Phoenix,3.7,21.0,27.1,11.7,52.3,,17.0,93.07,18.0,11.0,2.6,26.0,3.0,3.0,42.2,28.6,2.0,1716.16,1310.0,Q1
18.0,Female,Japan,Yokohama,4.5,0.0,24.7,10.0,57.2,4.0,7.0,125.25,32.0,24.1,4.6,16.6,10.0,,32.2,11.0,1.0,777.9,222.0,Q1
33.0,Female,USA,New York,1.7,13.0,34.1,12.1,37.6,9.0,18.2,92.05,77.0,44.52,4.0,43.2,1.0,6.0,31.0,23.8,2.0,1325.54,3140.0,Q4
21.0,Female,Australia,Brisbane,4.9,21.0,34.7,14.5,37.9,8.0,16.0,87.67,4.0,17.9,0.5,20.5,7.0,3.0,30.0,29.7,2.0,1278.24,,Q2
35.0,Male,Germany,Hamburg,0.7,8.0,21.5,9.2,61.3,5.0,8.0,133.92,8.0,19.3,0.6,,6.0,5.0,24.1,17.2,4.0,1101.08,1458.0,Q2
35.0,Female,India,Mumbai,4.6,12.0,30.1,9.1,52.4,6.0,11.7,149.8,191.0,56.52,,18.8,6.0,3.0,22.4,14.5,1.0,1369.28,1322.0,Q4
23.0,Female,Germany,Cologne,1.2,12.0,35.7,9.1,53.5,4.0,16.900000000000002,74.28,24.0,67.44,6.1,28.9,3.0,,27.2,23.1,4.0,1050.1,,Q4
27.0,Male,USA,Houston,4.3,6.0,26.7,7.3,51.2,8.0,7.0,96.03,29.0,36.3,,7.4,12.0,2.0,21.0,12.8,4.0,566.77,2081.0,Q2
33.0,Male,India,Mumbai,8.5,26.0,48.1,16.3,41.3,12.0,20.0,95.03,29.0,58.6,17.5,53.6,0.0,6.0,21.1,30.8,2.0,1579.52,1066.0,Q2
,Male,USA,Phoenix,2.4,0.0,16.1,2.2,63.5,1.0,4.0,104.35,,21.2,3.2,8.7,4.0,0.0,,10.9,,389.81,,Q1
45.0,Male,USA,Phoenix,3.0,3.0,,7.8,69.6,0.0,7.0,69.52,18.0,51.8,6.5,17.9,6.0,1.0,12.4,15.0,3.0,552.64,1131.0,Q2
18.0,Male,USA,Houston,0.7,5.0,17.5,4.9,65.8,4.0,4.0,50.71,,20.2,9.6,0.8,7.0,1.0,24.4,8.1,,175.47,72.0,Q2
44.0,Male,Germany,Hamburg,1.9,9.0,13.1,3.2,91.2,2.0,3.0,89.4,23.0,26.8,9.0,13.7,3.0,0.0,10.1,,2.0,293.99,1351.0,Q3
44.0,Female,USA,Chicago,3.1,9.0,28.9,8.4,47.2,5.0,16.0,89.84,10.0,42.1,13.4,37.9,5.0,7.0,51.8,32.0,3.0,1693.06,3003.0,Q1
43.0,Male,USA,New York,1.8,24.0,36.2,10.1,44.4,5.0,13.0,101.45,52.0,32.1,7.9,22.4,8.0,3.0,32.8,29.6,,1562.97,1622.0,Q2
57.0,Female,UK,London,3.9,10.0,,,67.1,5.0,12.0,76.12,4.0,69.6,1.9,27.7,6.0,6.0,32.8,24.5,3.0,859.8,3201.0,Q3
47.0,Female,UK,Leeds,3.0,7.0,14.8,5.8,90.6,0.0,4.0,111.27,14.0,37.9,2.9,8.5,9.0,0.0,23.8,9.3,3.0,498.56,1823.0,Q2
28.0,Male,Canada,Calgary,2.9,31.0,50.3,16.8,24.3,15.0,25.0,155.51,7.0,46.5,4.3,69.1,2.0,1.0,68.2,43.8,5.0,3434.11,3661.0,Q2
51.0,Female,USA,Los Angeles,1.1,23.0,34.0,14.5,37.6,5.0,15.0,85.8,3.0,44.0,4.4,43.3,6.0,4.0,53.8,20.9,2.0,1231.72,3322.0,Q3
36.0,Male,Australia,Perth,2.1,19.0,36.0,5.0,44.7,8.0,23.0,96.76,91.0,46.2,1.2,30.3,10.0,5.0,42.3,31.4,3.0,2289.61,683.0,Q3
49.0,Female,Germany,Berlin,1.3,8.0,21.2,7.9,58.9,2.0,6.0,213.68,13.0,38.5,,0.0,7.0,1.0,,8.1,2.0,1370.67,0.0,Q2
23.0,Female,Canada,Montreal,0.7,5.0,6.2,,83.4,0.0,7.0,121.21,33.0,58.8,5.6,5.5,7.0,0.0,13.7,10.7,2.0,866.21,,Q3
43.0,Male,Canada,Vancouver,6.9,12.0,22.9,9.9,43.5,8.0,10.0,68.26,8.0,35.9,,14.1,3.0,1.0,34.4,18.2,4.0,677.67,1305.0,Q3
,Male,UK,Birmingham,6.0,31.0,48.6,,51.4,6.0,26.0,121.55,38.0,51.9,11.4,54.4,4.0,6.0,75.5,32.1,1.0,2711.41,,Q1
22.0,Male,USA,Chicago,3.5,7.0,14.8,4.3,69.6,3.0,9.0,176.26,58.0,,6.6,14.1,8.0,2.0,0.0,19.5,1.0,1591.12,1519.0,Q1
35.0,Female,Germany,Hamburg,1.1,9.0,,8.8,76.0,4.0,5.0,75.0,32.0,53.6,8.3,6.6,6.0,1.0,8.8,0.9,4.0,352.13,1812.0,Q3
37.0,Female,Japan,Tokyo,1.5,8.0,24.1,9.6,79.9,7.0,9.0,113.01,93.0,41.5,7.6,0.0,8.0,4.0,,8.9,2.0,848.34,2138.0,Q3
18.0,Female,USA,New York,4.7,24.0,56.6,15.3,27.9,11.0,28.6,78.57,47.0,34.32,6.6,17.7,0.0,9.0,,41.6,2.0,1557.25,5164.0,Q4
36.0,Female,USA,Los Angeles,0.4,14.0,37.1,11.1,64.0,11.0,26.0,164.29,37.0,66.96,1.4,33.7,9.0,4.0,73.0,25.8,2.0,2639.19,3475.0,Q4
38.0,Female,UK,Leeds,3.9,15.0,50.0,12.8,35.5,12.0,21.0,83.81,50.0,35.2,,31.2,2.0,4.0,80.3,34.9,3.0,1468.63,3752.0,Q1
22.0,Male,Canada,Vancouver,2.0,2.0,23.1,9.9,76.2,0.0,10.0,134.69,0.0,40.1,,5.5,8.0,2.0,25.5,18.0,1.0,1495.94,588.0,Q2
49.0,Female,Canada,Calgary,1.2,18.0,46.6,11.1,57.2,6.0,18.0,157.36,4.0,55.2,11.7,39.0,6.0,10.0,51.1,23.8,2.0,3292.74,3163.0,Q1
36.0,Female,USA,Chicago,3.4,20.0,34.5,13.3,45.9,3.0,23.0,94.08,45.0,36.2,4.3,45.7,3.0,,45.8,23.6,3.0,1998.16,3455.0,Q1
31.0,Female,Australia,Perth,2.8,0.0,29.4,5.1,62.5,2.0,5.2,46.79,31.0,35.64,10.5,8.7,6.0,1.0,8.3,12.5,2.0,153.53,833.0,Q4
42.0,Female,Germany,Munich,0.3,23.0,41.8,17.9,31.7,11.0,26.0,97.05,1.0,21.72,8.4,39.2,4.0,7.0,36.7,28.2,3.0,1810.71,2874.0,Q4
24.0,Male,France,Marseille,2.6,22.0,32.8,11.4,37.5,7.0,15.0,94.3,13.0,22.3,7.1,26.4,5.0,5.0,49.6,22.3,2.0,1464.31,3338.0,Q3
,Female,France,Nice,1.7,15.0,33.5,13.2,49.2,7.0,13.0,60.67,49.0,10.8,14.7,33.3,4.0,8.0,35.8,22.4,1.0,785.02,2990.0,Q2
32.0,Male,Canada,Vancouver,1.9,16.0,30.7,3.6,65.3,6.0,23.4,94.84,16.0,42.35999999999999,5.6,45.7,9.0,2.0,,20.5,2.0,1704.66,1619.0,Q4
40.0,Female,UK,London,6.2,11.0,16.4,11.0,59.2,5.0,6.0,78.25,10.0,24.2,16.6,0.6,9.0,3.0,,21.4,2.0,419.19,3049.0,Q3
59.0,Male,Germany,Hamburg,0.3,0.0,15.1,6.1,70.5,3.0,12.0,100.32,31.0,82.8,2.2,,5.0,3.0,0.0,17.5,1.0,1260.89,402.0,Q3
34.0,Female,Canada,Toronto,4.4,8.0,31.2,11.9,52.3,6.0,20.8,185.69,11.0,47.76,4.8,23.4,10.0,5.0,48.1,19.0,1.0,2489.33,693.0,Q4
62.0,Male,USA,Phoenix,1.7,4.0,14.9,10.2,70.7,3.0,12.0,51.82,41.0,46.5,5.8,10.1,8.0,2.0,31.8,12.0,3.0,708.69,,Q2
28.0,Female,Canada,Montreal,6.6,2.0,,5.0,84.3,2.0,8.0,185.08,9.0,30.7,1.9,16.4,10.0,2.0,37.8,18.7,1.0,1391.32,,Q2
,Female,Canada,Montreal,0.7,1.0,17.9,1.7,66.0,0.0,3.0,118.1,101.0,12.1,9.8,,8.0,1.0,39.3,1.9,3.0,342.9,2419.0,Q3
30.0,Male,Germany,Munich,6.6,9.0,25.1,12.6,34.6,10.0,22.1,116.54,4.0,13.44,3.4,30.4,3.0,,61.0,34.3,5.0,2137.66,2200.0,Q4
58.0,Female,Germany,Cologne,0.7,32.0,52.6,,18.6,9.0,32.5,75.51,,60.84,14.6,59.3,0.0,6.0,25.3,42.0,4.0,2247.25,2821.0,Q4
37.0,Female,USA,Houston,2.9,14.0,8.9,4.6,78.3,1.0,8.0,181.63,36.0,35.5,7.3,12.8,2.0,1.0,1.4,15.6,3.0,1691.22,0.0,Q3
58.0,Female,USA,Los Angeles,2.9,23.0,44.1,14.4,12.1,,24.0,67.17,17.0,21.2,6.6,42.2,3.0,7.0,49.5,43.5,1.0,1434.91,791.0,Q3
28.0,Male,USA,New York,3.0,11.0,23.7,5.3,68.9,4.0,9.0,148.74,143.0,17.9,4.0,20.3,6.0,1.0,42.1,12.6,3.0,1538.31,0.0,Q3
47.0,Male,Germany,Frankfurt,1.6,2.0,11.8,3.2,62.7,1.0,6.0,154.66,58.0,31.1,3.0,,9.0,3.0,0.0,9.5,3.0,911.85,1119.0,Q3
35.0,Male,USA,Phoenix,3.7,11.0,39.7,7.8,61.1,,12.0,186.08,10.0,49.8,4.0,39.7,5.0,4.0,2.1,22.6,1.0,2182.13,1457.0,Q2
31.0,Female,USA,New York,10.0,0.0,16.4,3.6,80.1,0.0,5.0,260.86,44.0,60.5,8.2,0.0,6.0,1.0,6.5,6.3,2.0,1307.33,,Q3
50.0,Male,France,Paris,0.2,14.0,23.9,8.0,58.3,2.0,8.0,88.05,34.0,53.5,2.5,19.5,5.0,0.0,11.6,13.5,1.0,780.09,1270.0,Q3
33.0,Female,Canada,Montreal,1.0,17.0,47.1,16.0,28.0,9.0,19.0,144.66,54.0,62.8,6.5,42.6,3.0,3.0,59.9,40.9,2.0,2487.79,2741.0,Q3
45.0,Male,USA,Los Angeles,4.0,13.0,17.5,8.9,71.8,5.0,9.1,118.1,214.0,53.16,14.1,18.0,8.0,2.0,33.6,,3.0,943.21,3010.0,Q4
38.0,Male,UK,Manchester,3.4,2.0,,3.5,75.8,0.0,4.0,148.27,3.0,14.8,19.7,0.0,6.0,0.0,1.8,,2.0,511.2,0.0,Q1
,Female,Germany,Frankfurt,1.2,20.0,23.7,,61.1,5.0,18.2,123.75,19.0,19.08,12.3,43.2,2.0,4.0,41.3,24.6,2.0,1832.7,,Q4
40.0,Female,Canada,Vancouver,6.7,11.0,30.5,8.7,58.2,3.0,11.7,72.14,76.0,,0.2,4.2,8.0,4.0,13.2,6.3,4.0,667.5,1569.0,Q4
36.0,Male,Australia,Perth,2.3,3.0,15.1,4.3,70.5,1.0,6.0,100.81,7.0,55.8,1.2,20.5,4.0,3.0,27.5,6.5,3.0,585.54,1004.0,Q1
54.0,Male,USA,Los Angeles,0.9,11.0,36.1,9.4,47.0,4.0,10.0,115.47,35.0,17.5,1.4,12.4,4.0,0.0,29.5,21.2,1.0,949.64,0.0,Q3
19.0,Female,UK,London,1.7,34.0,34.3,14.2,25.5,6.0,23.0,79.02,34.0,51.1,,22.8,4.0,7.0,55.0,36.4,2.0,1677.12,3541.0,Q3
32.0,Male,USA,Houston,2.6,1.0,32.5,8.4,38.3,3.0,12.0,121.27,29.0,51.2,1.7,,4.0,,18.6,24.6,4.0,1397.9,507.0,Q2
36.0,Female,UK,Glasgow,4.4,0.0,10.8,6.5,63.9,0.0,1.0,49.64,0.0,15.3,2.4,12.5,7.0,0.0,8.6,2.6,1.0,45.48,957.0,Q3
43.0,Female,Canada,Ottawa,5.2,0.0,11.7,7.1,76.5,1.0,4.0,101.93,27.0,38.6,7.6,18.4,5.0,0.0,39.9,3.6,3.0,418.98,0.0,Q1
35.0,Male,Germany,Cologne,6.3,12.0,43.8,10.5,30.3,7.0,19.5,124.03,3.0,83.52,0.3,18.3,3.0,3.0,42.6,25.8,1.0,1794.12,3248.0,Q4
58.0,Male,Canada,Montreal,3.1,12.0,30.7,7.5,58.6,6.0,13.0,106.28,26.0,65.16,2.0,29.7,6.0,4.0,38.0,19.6,3.0,952.5,1466.0,Q4
38.0,Female,Australia,Brisbane,4.2,12.0,20.1,2.9,68.1,0.0,8.0,80.41,35.0,,3.7,13.3,9.0,0.0,25.4,15.3,1.0,537.14,1626.0,Q3
23.0,Female,UK,London,1.5,6.0,26.3,6.3,46.6,3.0,15.0,157.98,5.0,26.2,2.6,18.4,4.0,1.0,12.6,11.4,3.0,2360.71,,Q1
41.0,Female,USA,Phoenix,4.7,27.0,47.7,11.7,36.5,10.0,16.0,215.46,,33.0,1.8,49.5,2.0,8.0,61.2,30.1,,2937.46,1885.0,Q3
28.0,Female,USA,New York,0.6,0.0,13.9,3.5,68.5,3.0,5.0,142.79,29.0,,3.3,10.5,7.0,1.0,42.9,16.5,1.0,684.31,1389.0,Q1
,Female,UK,Birmingham,1.7,19.0,24.8,11.6,59.7,7.0,13.0,115.88,8.0,54.8,13.1,33.9,5.0,8.0,47.7,33.8,2.0,1226.45,2334.0,Q1
28.0,Male,UK,Birmingham,4.4,10.0,32.1,11.0,58.8,6.0,18.2,77.74,21.0,30.48,2.6,31.3,8.0,3.0,,18.5,1.0,947.18,1762.0,Q4
27.0,Other,Germany,Berlin,2.0,25.0,38.5,15.8,29.9,,19.0,139.92,27.0,43.3,12.6,52.3,0.0,4.0,,35.8,1.0,2340.68,,Q3
63.0,Female,India,Hyderabad,10.0,11.0,22.5,5.1,54.4,8.0,14.0,95.42,3.0,2.1,4.4,43.6,8.0,5.0,12.0,10.2,3.0,1107.09,2357.0,Q2
36.0,Other,USA,New York,3.6,0.0,23.3,5.8,60.5,7.0,9.0,137.57,40.0,19.1,10.0,9.8,10.0,0.0,40.0,,2.0,1228.08,573.0,Q1
47.0,Male,Canada,Montreal,2.4,0.0,16.5,7.0,73.6,2.0,19.0,114.08,108.0,57.4,3.7,16.7,8.0,1.0,0.0,13.1,3.0,2251.31,1853.0,Q1
38.0,Male,UK,Manchester,1.2,19.0,,10.6,60.3,6.0,11.0,248.84,,39.2,,28.1,3.0,5.0,,17.2,3.0,2532.96,2165.0,Q2
39.0,Male,Canada,Vancouver,4.6,9.0,,9.3,61.0,2.0,7.800000000000001,70.57,,64.8,5.3,,14.0,2.0,21.9,18.4,2.0,381.19,6.0,Q4
18.0,Female,USA,Los Angeles,5.8,28.0,40.3,13.9,59.3,7.0,14.0,157.53,34.0,24.2,2.2,30.2,6.0,3.0,44.8,32.4,,2373.56,4013.0,Q3
21.0,Female,France,Paris,3.2,10.0,26.3,,57.5,0.0,7.0,183.86,,34.0,11.2,10.9,5.0,5.0,,12.9,1.0,1282.68,,Q1
21.0,Female,India,Chennai,2.2,3.0,17.2,3.2,72.5,0.0,10.0,133.55,14.0,46.5,,0.0,8.0,0.0,20.3,,2.0,1334.73,1143.0,Q1
27.0,Male,USA,Phoenix,8.0,12.0,18.6,,67.4,3.0,10.0,123.89,19.0,70.2,12.0,15.8,7.0,1.0,0.2,14.4,3.0,1043.67,524.0,Q2
29.0,Female,USA,Phoenix,1.1,11.0,17.7,5.0,47.9,3.0,8.0,75.76,1.0,58.6,5.9,3.6,6.0,1.0,20.4,18.0,5.0,581.72,0.0,Q3
48.0,Male,USA,Los Angeles,2.7,6.0,22.4,7.4,71.0,0.0,5.0,113.23,3.0,15.9,2.0,3.5,6.0,1.0,18.3,12.3,2.0,552.43,3118.0,Q3
42.0,Male,Canada,Toronto,1.6,2.0,30.9,11.7,71.8,4.0,19.5,78.12,27.0,,11.3,,10.0,2.0,50.1,30.4,1.0,1059.19,1665.0,Q4
61.0,Female,France,Lyon,0.4,0.0,22.0,4.2,70.3,2.0,6.0,154.9,4.0,,5.9,23.8,8.0,1.0,13.9,14.5,3.0,1025.53,1416.0,Q1
33.0,Female,Germany,Berlin,2.1,32.0,38.3,,41.1,7.0,17.0,85.86,,38.7,10.6,23.2,3.0,4.0,57.0,39.5,1.0,1321.69,2938.0,Q3
48.0,Male,France,Nice,1.1,9.0,24.0,7.9,62.6,6.0,11.0,93.25,5.0,24.1,3.8,,6.0,1.0,35.2,23.0,4.0,1169.32,1091.0,Q2
27.0,Female,USA,Phoenix,1.0,16.0,34.7,11.3,41.1,4.0,14.0,140.96,29.0,36.9,14.9,20.4,8.0,8.0,,29.0,5.0,1706.26,1745.0,Q2
52.0,Male,UK,Leeds,0.4,7.0,,6.6,62.9,1.0,15.6,236.84,6.0,23.52,6.5,20.5,6.0,2.0,42.0,12.3,1.0,2293.03,1568.0,Q4
57.0,Female,USA,Los Angeles,3.8,32.0,44.2,,42.2,8.0,19.0,123.37,7.0,18.8,2.5,51.0,6.0,4.0,50.5,34.7,2.0,2743.81,1750.0,Q2
47.0,Male,France,Nice,8.5,5.0,27.0,5.6,64.3,2.0,8.0,99.94,63.0,10.8,1.5,17.6,7.0,0.0,,10.8,1.0,733.83,2244.0,Q3
38.0,Male,Canada,Vancouver,0.6,9.0,3.8,,65.1,0.0,2.0,111.05,60.0,15.9,0.2,0.0,11.0,0.0,5.1,12.0,1.0,179.66,,Q1
45.0,Male,Canada,Montreal,3.0,5.0,12.7,4.8,76.9,,9.1,91.63,52.0,13.32,2.8,,7.0,2.0,0.0,7.7,2.0,712.66,0.0,Q4
46.0,Male,UK,Birmingham,1.1,13.0,22.3,9.8,61.7,,9.0,124.39,35.0,17.0,1.2,16.2,2.0,2.0,,,3.0,1290.18,3268.0,Q3
,Female,Germany,Hamburg,2.2,7.0,22.7,8.1,53.8,5.0,13.0,119.29,7.0,89.28,4.5,0.0,5.0,4.0,20.1,12.2,3.0,1387.62,457.0,Q4
33.0,Male,Japan,Kyoto,6.0,15.0,38.5,10.7,35.3,3.0,19.0,119.86,56.0,49.4,3.1,25.4,6.0,2.0,53.8,17.3,3.0,2634.11,449.0,Q1
50.0,Female,Germany,Munich,1.9,18.0,48.3,18.8,15.9,7.0,24.7,64.52,34.0,90.84,3.4,46.6,6.0,6.0,64.7,33.8,4.0,1278.32,2871.0,Q4
29.0,Male,USA,New York,9.0,6.0,17.5,10.3,68.5,1.0,13.0,5279.800805202106,,37.8,7.6,0.0,8.0,2.0,22.7,23.8,1.0,1699.92,,Q4
19.0,Male,Canada,Vancouver,2.0,1.0,13.0,5.4,57.5,0.0,19.5,88.7,7.0,21.72,18.2,,4.0,2.0,18.3,10.3,3.0,1332.92,1140.0,Q4
40.0,Female,UK,Leeds,0.6,2.0,19.1,6.6,61.1,2.0,5.0,114.71,101.0,36.6,9.8,17.7,4.0,0.0,3.0,14.9,4.0,576.1,0.0,Q3
48.0,Female,USA,Los Angeles,1.6,9.0,26.9,9.9,52.0,3.0,14.0,60.36,52.0,84.3,10.3,23.6,4.0,2.0,28.5,15.9,2.0,784.86,2945.0,Q3
38.0,Male,USA,Houston,2.3,18.0,23.7,,60.6,3.0,12.0,145.22,12.0,3.5,5.4,6.3,7.0,5.0,52.3,13.9,2.0,1560.22,376.0,Q1
60.0,Female,Australia,Melbourne,2.1,0.0,,4.5,65.3,1.0,4.0,230.73,11.0,61.9,0.5,12.2,12.0,2.0,0.0,0.0,3.0,1050.95,1290.0,Q3
36.0,Female,USA,New York,3.0,10.0,33.0,,54.8,2.0,16.0,105.51,31.0,19.0,6.2,42.1,5.0,3.0,33.4,30.7,2.0,1802.65,1915.0,Q3
30.0,Female,Germany,Frankfurt,0.2,10.0,21.9,5.4,51.8,3.0,16.0,66.14,49.0,,4.2,17.5,7.0,4.0,35.9,17.5,1.0,1179.1,,Q3
32.0,Male,Japan,Tokyo,1.9,37.0,60.6,19.1,23.1,14.0,25.0,143.69,20.0,48.0,3.8,54.9,0.0,7.0,83.2,44.1,4.0,3025.64,5956.0,Q3
22.0,Male,France,Marseille,7.6,16.0,8.7,1.3,70.0,0.0,1.0,136.18,44.0,65.0,2.6,0.0,5.0,,0.0,1.9,4.0,127.21,1338.0,Q1
18.0,Female,UK,Leeds,5.2,11.0,37.4,10.1,47.2,5.0,14.3,159.07,6.0,103.2,0.5,38.8,8.0,6.0,27.4,28.5,3.0,1746.32,604.0,Q4
30.0,Female,USA,Los Angeles,1.6,16.0,33.1,12.0,67.5,8.0,23.4,116.78,12.0,54.96,11.1,25.9,3.0,2.0,55.2,20.5,1.0,2319.29,256.0,Q4
44.0,Male,USA,New York,2.2,8.0,14.8,6.0,68.9,6.0,11.0,85.05,122.0,28.6,10.1,33.1,5.0,5.0,7.3,17.7,1.0,927.92,2310.0,Q3
,Female,Canada,Vancouver,6.9,16.0,36.5,11.7,64.8,,18.0,113.51,37.0,52.5,3.5,23.0,3.0,2.0,52.6,20.8,3.0,2079.68,3990.0,Q1
36.0,Female,USA,Los Angeles,1.5,11.0,21.3,8.1,71.7,,6.0,96.34,72.0,30.9,3.9,5.9,4.0,4.0,,14.1,3.0,657.0,487.0,Q3
33.0,Male,India,Chennai,0.5,20.0,38.3,12.8,20.2,11.0,17.0,97.12,24.0,28.7,3.3,29.2,6.0,3.0,40.8,27.8,2.0,1359.29,2789.0,Q1
36.0,Male,India,Delhi,3.8,24.0,19.2,,61.5,4.0,15.0,85.36,1.0,46.4,7.8,23.7,4.0,,43.4,24.2,2.0,1508.0,3337.0,Q3
39.0,Male,India,Hyderabad,5.2,20.0,40.0,11.6,46.9,3.0,26.0,100.23,42.0,,8.4,10.4,5.0,4.0,44.9,20.0,1.0,2214.92,4265.0,Q4
18.0,Male,USA,Houston,0.9,12.0,24.8,6.0,69.0,2.0,8.0,67.43,2.0,47.8,4.0,10.8,10.0,1.0,41.0,11.3,1.0,521.66,2627.0,Q2
54.0,Male,UK,Glasgow,2.4,27.0,49.4,16.0,55.0,7.0,19.0,60.27,43.0,31.6,7.2,50.6,2.0,4.0,35.1,36.0,3.0,1093.27,5266.0,Q3
37.0,Female,Canada,Calgary,1.4,5.0,16.2,7.0,78.0,1.0,10.4,136.63,24.0,29.64,13.5,20.6,8.0,0.0,3.2,6.8,1.0,1296.65,1334.0,Q4
25.0,Female,USA,Houston,1.8,16.0,42.7,13.6,46.0,8.0,17.0,99.66,8.0,39.9,2.5,40.4,5.0,3.0,,27.9,4.0,1969.57,2452.0,Q1
35.0,Male,Australia,Brisbane,2.9,5.0,20.2,6.8,70.7,2.0,7.0,88.43,3.0,37.3,14.1,6.6,4.0,2.0,24.0,14.6,3.0,663.41,1293.0,Q1
32.0,Female,UK,Birmingham,5.2,1.0,18.8,3.3,77.1,0.0,8.0,143.85,16.0,54.4,18.5,12.2,5.0,1.0,5.4,13.9,4.0,1275.61,1418.0,Q3
48.0,Female,USA,Phoenix,2.7,26.0,38.8,14.8,51.0,8.0,26.0,153.72,15.0,75.2,8.2,44.1,5.0,3.0,19.8,25.5,3.0,4073.98,1948.0,Q3
47.0,Female,India,Hyderabad,0.9,0.0,25.8,7.2,45.8,3.0,10.4,93.45,9.0,44.52,6.7,12.3,5.0,2.0,,15.8,4.0,641.47,1058.0,Q4
,Male,USA,Phoenix,4.6,11.0,23.8,9.0,58.7,7.0,17.0,98.44,45.0,42.2,1.8,33.1,8.0,2.0,41.3,20.5,3.0,1701.96,612.0,Q2
42.0,Female,UK,Manchester,3.6,2.0,18.7,7.7,67.2,3.0,7.0,113.14,6.0,43.4,3.1,13.1,7.0,4.0,22.5,15.2,2.0,932.8,2468.0,Q1
24.0,Male,Australia,Melbourne,0.4,12.0,,8.2,83.7,,9.0,120.47,31.0,80.4,10.9,15.6,3.0,2.0,32.9,18.9,2.0,890.02,304.0,Q3
51.0,Other,USA,Chicago,3.4,16.0,37.1,12.9,40.2,3.0,13.0,106.96,14.0,64.8,7.2,13.9,6.0,5.0,63.9,32.9,3.0,1372.65,2830.0,Q1
48.0,Male,UK,Manchester,1.1,28.0,47.1,19.4,36.8,9.0,30.0,133.78,0.0,40.8,15.5,57.3,7.0,5.0,86.4,32.4,1.0,4270.32,3893.0,Q2
,Female,Germany,Berlin,8.5,1.0,15.1,3.5,72.4,,11.0,79.23,19.0,24.2,,0.0,5.0,0.0,,10.8,1.0,794.61,2163.0,Q3
33.0,Male,USA,Chicago,5.5,12.0,33.3,7.8,55.9,3.0,9.0,118.98,118.0,28.1,4.6,0.0,7.0,3.0,31.5,6.2,1.0,862.47,2554.0,Q3
39.0,Female,USA,Chicago,4.7,5.0,16.9,6.4,43.7,2.0,5.0,211.59,6.0,37.7,5.2,9.7,6.0,0.0,4.2,5.2,5.0,1231.52,0.0,Q3
18.0,Female,UK,Manchester,4.6,9.0,33.3,7.7,69.7,7.0,15.6,121.0,8.0,38.16,3.3,32.7,3.0,2.0,22.8,11.8,2.0,1331.07,1136.0,Q4
